,Time,Elapsed Time,Mass Flow,MFM Temperature,Inlet Temperature,Midpoint Temperature,Outlet Temperature,Heater Temperature,Supply Pressure,Inlet Pressure,Midpoint Pressure,Outlet Pressure,Valve Position,Heater Power,Heater Current,Desired T_exit
121,1644868895.9498775,20.35983920097351,-0.03,23.94,23.0,34.5,50.0,144.25,-44.140625,6.3476562,5.5664062,5.7617187,2.0904039256469387e-11,200.0,-0.45,[45.0]
122,1644868896.1401067,20.58131980895996,-0.03,23.9,23.25,34.0,51.0,144.25,-44.140625,6.3476562,5.5664062,5.7617187,1.7768433367998978e-11,200.0,-4.81,[45.0]
123,1644868896.2989495,20.708401203155518,-0.03,23.94,24.5,33.75,51.25,142.25,-44.140625,6.3476562,5.5664062,5.859375,1.2837693108379261e-11,200.0,-4.73,[45.0]
124,1644868896.4648092,20.821911334991455,-0.03,23.9,22.75,34.25,51.0,143.5,-44.140625,6.3476562,5.5664062,5.7617187,1.0912039142122372e-11,200.0,-0.11,[45.0]
125,1644868896.6305962,21.056182622909546,-0.02,23.9,22.75,34.25,51.25,143.75,-44.140625,6.3476562,5.46875,5.7617187,7.883948280183414e-12,200.0,4.39,[45.0]
126,1644868896.8151402,21.17535090446472,-0.04,23.89,23.25,34.25,51.25,144.25,-44.3847656,6.3476562,5.5664062,5.7617187,6.701356038155902e-12,200.0,5.24,[45.0]
127,1644868896.9817193,21.39168119430542,-0.02,23.94,22.25,34.25,51.25,143.25,-44.140625,6.3476562,5.46875,5.6640625,4.841729737567639e-12,200.0,4.73,[45.0]
128,1644868897.1351726,21.504070043563843,-0.03,23.93,22.25,35.0,51.25,143.0,-44.140625,6.3476562,5.46875,5.7617187,4.115470276932494e-12,200.0,1.94,[45.0]
129,1644868897.3005402,21.7261221408844,-0.04,23.94,22.5,34.25,51.0,143.75,-44.140625,6.3476562,5.5664062,5.7617187,2.973427275083727e-12,200.0,0.08,[45.0]
130,1644868897.4850626,21.84201455116272,-0.04,23.87,22.75,33.25,50.75,144.5,-44.140625,6.3476562,5.5664062,5.7617187,2.5274131838211678e-12,200.0,-0.05,[45.0]
131,1644868897.6512496,22.061213970184326,-0.04,23.94,22.0,35.25,51.0,142.75,-44.3847656,6.4453125,5.5664062,5.7617187,1.826056025310794e-12,200.0,0.03,[45.0]
132,1644868897.8175719,22.17360210418701,-0.04,23.93,24.25,33.0,51.5,142.5,-44.140625,6.25,5.5664062,5.7617187,1.5521476215141747e-12,200.0,-0.03,[45.0]
133,1644868897.9825249,22.404927968978882,-0.03,23.96,23.75,34.75,50.0,145.0,-43.8964843,6.3476562,5.46875,5.7617187,1.1214266565439913e-12,200.0,0.03,[45.0]
134,1644868898.1512427,22.508052825927734,-0.03,23.91,24.75,34.0,50.0,145.5,-44.140625,6.3476562,5.859375,5.7617187,9.532126580623926e-13,200.0,0.05,[45.0]
135,1644868898.3169127,22.74249768257141,-0.03,23.9,23.25,35.0,48.75,142.0,-44.140625,6.3476562,5.5664062,5.7617187,6.886961454500786e-13,200.0,-0.11,[45.0]
136,1644868898.4831269,22.86184525489807,-0.04,23.82,23.25,34.5,51.25,143.0,-44.3847656,6.3476562,5.5664062,5.7617187,5.853917236325668e-13,200.0,0.05,[45.0]
137,1644868898.6504397,23.07602572441101,-0.04,23.9,22.75,35.25,51.0,143.0,-44.140625,6.3476562,5.5664062,5.7617187,4.229455203245295e-13,200.0,0.08,[45.0]
138,1644868898.817881,23.196322202682495,-0.04,23.93,23.25,35.25,51.25,143.0,-44.140625,6.3476562,5.5664062,5.7617187,3.5950369227585004e-13,200.0,0.03,[45.0]
